Date,Price
23/12/2019,36.58
24/12/2019,40.12
25/12/2019,34.42
26/12/2019,35.35
27/12/2019,35.55
28/12/2019,32.39
29/12/2019,32
30/12/2019,35.49
31/12/2019,38.95
01/01/2020,36.62
02/01/2020,33.96
03/01/2020,33.77
04/01/2020,33.53
05/01/2020,34.42
06/01/2020,34.46
07/01/2020,36.35
08/01/2020,35.29
09/01/2020,36.85
10/01/2020,36.12
11/01/2020,32.78
12/01/2020,35.85
13/01/2020,34.54
14/01/2020,32.25
15/01/2020,32.46
16/01/2020,35.65
17/01/2020,35.1
18/01/2020,33.89
19/01/2020,35.63
20/01/2020,38.36
21/01/2020,41.4
22/01/2020,42.79
23/01/2020,43.17
24/01/2020,42.53
25/01/2020,36.05
26/01/2020,34.16
27/01/2020,34.77
28/01/2020,36.18
29/01/2020,33.91
30/01/2020,34.27
31/01/2020,30.28
01/02/2020,24.87
02/02/2020,34.44
03/02/2020,26.73
04/02/2020,29.25
05/02/2020,35.5
06/02/2020,35.32
07/02/2020,32.74
08/02/2020,30.36
09/02/2020,26.44
10/02/2020,26.52
11/02/2020,28.39
12/02/2020,30.58
13/02/2020,32.67
14/02/2020,31.3
15/02/2020,30.2
16/02/2020,21.37
17/02/2020,26.32
18/02/2020,28.38
19/02/2020,30.74
20/02/2020,31.3
21/02/2020,30.61
22/02/2020,29.15
23/02/2020,32.41
24/02/2020,37.14
25/02/2020,33.5
26/02/2020,33.11
27/02/2020,34.55
28/02/2020,34.81
29/02/2020,29.26
01/03/2020,25.49
02/03/2020,34.24
03/03/2020,34.81
04/03/2020,43.87
05/03/2020,43.29
06/03/2020,37.28
07/03/2020,33.53
08/03/2020,25.3
09/03/2020,33.09
10/03/2020,29.76
11/03/2020,32.21
12/03/2020,27.45
13/03/2020,37.58
14/03/2020,33.92
15/03/2020,26.24
16/03/2020,34.73
17/03/2020,31.2
18/03/2020,32.46
19/03/2020,38.83
20/03/2020,31.32
21/03/2020,31.78
22/03/2020,34.04
23/03/2020,32.17
24/03/2020,27.21
25/03/2020,30.9
26/03/2020,30.59
27/03/2020,30.35
28/03/2020,22.44
29/03/2020,18.28
30/03/2020,28.75
31/03/2020,28.7
01/04/2020,28.96
02/04/2020,27.76
03/04/2020,29.74
04/04/2020,27.5
05/04/2020,6.86
06/04/2020,21.76
07/04/2020,29.22
08/04/2020,30.29
09/04/2020,28.17
10/04/2020,28.54
11/04/2020,30.18
12/04/2020,28.24
13/04/2020,15.45
14/04/2020,29.74
15/04/2020,28.08
16/04/2020,26.06
17/04/2020,22.08
18/04/2020,24.88
19/04/2020,20.03
20/04/2020,10.82
21/04/2020,9.69
22/04/2020,16.88
23/04/2020,26.66
24/04/2020,25.67
25/04/2020,25.34
26/04/2020,25.4
27/04/2020,25.14
28/04/2020,25.95
29/04/2020,25.5
30/04/2020,24.72
01/05/2020,24.1
02/05/2020,25.37
03/05/2020,27.97
04/05/2020,26.24
05/05/2020,24.03
06/05/2020,25.39
07/05/2020,25.78
08/05/2020,28.23
09/05/2020,29.4
10/05/2020,11.68
11/05/2020,18.05
12/05/2020,28.4
13/05/2020,26.03
14/05/2020,25.97
15/05/2020,27.25
16/05/2020,24.9
17/05/2020,21.81
18/05/2020,18.75
19/05/2020,25.34
20/05/2020,24.88
21/05/2020,24.3
22/05/2020,11.58
23/05/2020,-10.13
24/05/2020,3.28
25/05/2020,22.5
26/05/2020,27.29
27/05/2020,28.22
28/05/2020,25.26
29/05/2020,23.76
30/05/2020,21.48
31/05/2020,20.08
01/06/2020,24.98
02/06/2020,25.3
03/06/2020,25.76
04/06/2020,26
05/06/2020,20.4
06/06/2020,15.31
07/06/2020,24.85
08/06/2020,28
09/06/2020,29.39
10/06/2020,28.5
11/06/2020,26.25
12/06/2020,25.17
13/06/2020,28.99
14/06/2020,29.15
15/06/2020,30.36
16/06/2020,29.38
17/06/2020,31.18
18/06/2020,28.85
19/06/2020,27.52
20/06/2020,29.8
21/06/2020,19.98
22/06/2020,29.57
23/06/2020,29.09
24/06/2020,30.99
25/06/2020,30.26
26/06/2020,31.47
27/06/2020,27.86
28/06/2020,11.24
29/06/2020,20.92
30/06/2020,28.11
01/07/2020,31.66
02/07/2020,32.54
03/07/2020,31.99
04/07/2020,27.29
05/07/2020,2.66
06/07/2020,22.59
07/07/2020,31.62
08/07/2020,34.22
09/07/2020,33.59
10/07/2020,31.42
11/07/2020,28.57
12/07/2020,26.73
13/07/2020,30.4
14/07/2020,31.07
15/07/2020,32.33
16/07/2020,32.73
17/07/2020,32.07
18/07/2020,28.27
19/07/2020,28.31
20/07/2020,31.33
21/07/2020,30.86
22/07/2020,31.23
23/07/2020,30.37
24/07/2020,30.55
25/07/2020,29.93
26/07/2020,25.17
27/07/2020,30.94
28/07/2020,25.57
29/07/2020,32.5
30/07/2020,32.7
31/07/2020,31.64
01/08/2020,31.02
02/08/2020,27.29
03/08/2020,32.98
04/08/2020,30
05/08/2020,29.39
06/08/2020,34.31
07/08/2020,34.3
08/08/2020,33.25
09/08/2020,31.65
10/08/2020,35.38
11/08/2020,37.34
12/08/2020,39.32
13/08/2020,35.88
14/08/2020,36.06
15/08/2020,34.12
16/08/2020,34.56
17/08/2020,39.65
18/08/2020,38.14
19/08/2020,37.99
20/08/2020,35
21/08/2020,32
22/08/2020,29.58
23/08/2020,35.66
24/08/2020,48.86
25/08/2020,34.86
26/08/2020,37.75
27/08/2020,55.56
28/08/2020,39.09
29/08/2020,35.89
30/08/2020,37.71
31/08/2020,49.99
01/09/2020,45.38
02/09/2020,43.32
03/09/2020,41.02
04/09/2020,39.43
05/09/2020,37.58
06/09/2020,42.03
07/09/2020,42.21
08/09/2020,42.28
09/09/2020,42.02
10/09/2020,45.15
11/09/2020,41.22
12/09/2020,37.67
13/09/2020,32.65
14/09/2020,49.73
15/09/2020,64.86
16/09/2020,49.01
17/09/2020,45.44
18/09/2020,41.17
19/09/2020,37.95
20/09/2020,41.26
21/09/2020,60.15
22/09/2020,43.39
23/09/2020,48.6
24/09/2020,42.29
25/09/2020,43.56
26/09/2020,34.39
27/09/2020,34.75
28/09/2020,43.87
29/09/2020,54.64
30/09/2020,46.38
01/10/2020,56.23
02/10/2020,41.47
03/10/2020,40.81
04/10/2020,34.47
05/10/2020,44.96
06/10/2020,41.2
07/10/2020,39.91
08/10/2020,45.47
09/10/2020,44.18
10/10/2020,41.49
11/10/2020,43.33
12/10/2020,47.01
13/10/2020,45.88
14/10/2020,43.99
15/10/2020,46.73
16/10/2020,56.02
17/10/2020,47.18
18/10/2020,47.95
19/10/2020,45.21
20/10/2020,41.89
21/10/2020,46.14
22/10/2020,43.1
23/10/2020,46.21
24/10/2020,42.04
25/10/2020,31
26/10/2020,41.52
27/10/2020,44.53
28/10/2020,39.49
29/10/2020,39.69
30/10/2020,38.97
31/10/2020,37.5
01/11/2020,29.15
02/11/2020,32.9
03/11/2020,38.78
04/11/2020,47.84
05/11/2020,53.45
06/11/2020,45.77
07/11/2020,43.84
08/11/2020,44.56
09/11/2020,48.84
10/11/2020,47.97
11/11/2020,42.65
12/11/2020,41.14
13/11/2020,41.17
14/11/2020,42.26
15/11/2020,32.36
16/11/2020,33.7
17/11/2020,39.76
18/11/2020,40.27
19/11/2020,38.85
20/11/2020,43.86
21/11/2020,38.47
22/11/2020,40.53
23/11/2020,44.13
24/11/2020,41.53
25/11/2020,47.32
26/11/2020,70.22
27/11/2020,60.33
28/11/2020,48.91
29/11/2020,51.08
30/11/2020,48.74
01/12/2020,51.04
02/12/2020,55.68
03/12/2020,59.6
04/12/2020,49.59
05/12/2020,59.34
06/12/2020,69.96
07/12/2020,66.32
08/12/2020,65.14
09/12/2020,77.88
10/12/2020,59.2
11/12/2020,55.74
12/12/2020,52.28
13/12/2020,49.58
14/12/2020,46.74
15/12/2020,51.81
16/12/2020,51.64
17/12/2020,51.66
18/12/2020,49.33
19/12/2020,42.32
20/12/2020,43.29
21/12/2020,51.95
22/12/2020,62.61
23/12/2020,54.13
24/12/2020,47.66
25/12/2020,55.1
26/12/2020,39.41
27/12/2020,37.38
28/12/2020,58.82
29/12/2020,61.46
30/12/2020,65.74
31/12/2020,61.95
01/01/2021,61.49
02/01/2021,64.32
03/01/2021,58.68
04/01/2021,60.7
05/01/2021,60.88
06/01/2021,145.08
07/01/2021,91.8
08/01/2021,104.06
09/01/2021,66.81
10/01/2021,68.92
11/01/2021,64.53
12/01/2021,112.93
13/01/2021,198.79
14/01/2021,170.03
15/01/2021,154.62
16/01/2021,60.15
17/01/2021,60.01
18/01/2021,60.91
19/01/2021,60.7
20/01/2021,58.32
21/01/2021,57.47
22/01/2021,64.84
23/01/2021,64.82
24/01/2021,75.65
25/01/2021,62.99
26/01/2021,69.2
27/01/2021,68.79
28/01/2021,58.49
29/01/2021,59.17
30/01/2021,62.02
31/01/2021,60.86
01/02/2021,80.56
02/02/2021,57.68
03/02/2021,56.43
04/02/2021,57.07
05/02/2021,57.65
06/02/2021,57.94
07/02/2021,47.07
08/02/2021,53.34
09/02/2021,63.9
10/02/2021,83.03
11/02/2021,69.49
12/02/2021,58.12
13/02/2021,50.57
14/02/2021,48.1
15/02/2021,52.54
16/02/2021,49.9
17/02/2021,47.43
18/02/2021,46.92
19/02/2021,46.84
20/02/2021,44.87
21/02/2021,42.68
22/02/2021,54.82
23/02/2021,44.6
24/02/2021,41.68
25/02/2021,47.5
26/02/2021,53.67
27/02/2021,53.9
28/02/2021,55.33
01/03/2021,60.96
02/03/2021,84.18
03/03/2021,92.2
04/03/2021,56.11
05/03/2021,65.72
06/03/2021,63.71
07/03/2021,60.47
08/03/2021,78.14
09/03/2021,55.92
10/03/2021,52.77
11/03/2021,45.21
12/03/2021,47.19
13/03/2021,51.7
14/03/2021,47.73
15/03/2021,63.74
16/03/2021,58.42
17/03/2021,57.33
18/03/2021,56.18
19/03/2021,66.61
20/03/2021,55.54
21/03/2021,55.49
22/03/2021,58.95
23/03/2021,53.83
24/03/2021,54.58
25/03/2021,56.67
26/03/2021,50.5
27/03/2021,44.36
28/03/2021,24.76
29/03/2021,40.4
30/03/2021,52.08
31/03/2021,55.52
01/04/2021,57.25
02/04/2021,58
03/04/2021,57.77
04/04/2021,54.32
05/04/2021,31.07
06/04/2021,53.92
07/04/2021,63.5
08/04/2021,61.47
09/04/2021,65.42
10/04/2021,63.4
11/04/2021,62.54
12/04/2021,72.94
13/04/2021,104.86
14/04/2021,101.45
15/04/2021,70.89
16/04/2021,71.17
17/04/2021,68.38
18/04/2021,69.78
19/04/2021,70.1
20/04/2021,68.7
21/04/2021,62.15
22/04/2021,66.92
23/04/2021,66.89
24/04/2021,64.84
25/04/2021,61.49
26/04/2021,66.98
27/04/2021,65.85
28/04/2021,64.34
29/04/2021,68.19
30/04/2021,76.23
01/05/2021,70.27
02/05/2021,70.39
03/05/2021,69
04/05/2021,57.27
05/05/2021,75.03
06/05/2021,74.69
07/05/2021,79.74
08/05/2021,68.83
09/05/2021,64.94
10/05/2021,71.46
11/05/2021,73.45
12/05/2021,79.22
13/05/2021,87.12
14/05/2021,83.78
15/05/2021,77.74
16/05/2021,79.91
17/05/2021,81.59
18/05/2021,82.74
19/05/2021,82.88
20/05/2021,69.39
21/05/2021,57.71
22/05/2021,64
23/05/2021,73.92
24/05/2021,76.17
25/05/2021,72.35
26/05/2021,76.5
27/05/2021,83.5
28/05/2021,84.31
29/05/2021,76.62
30/05/2021,70.09
31/05/2021,71.63
01/06/2021,70.85
02/06/2021,72.36
03/06/2021,71.64
04/06/2021,73.46
05/06/2021,71.28
06/06/2021,73.14
07/06/2021,73.41
08/06/2021,70
09/06/2021,71.66
10/06/2021,71.03
11/06/2021,70.62
12/06/2021,75
13/06/2021,75.19
14/06/2021,75.42
15/06/2021,78.63
16/06/2021,81.45
17/06/2021,80.78
18/06/2021,77.64
19/06/2021,78.64
20/06/2021,83.02
21/06/2021,79.95
22/06/2021,81.94
23/06/2021,86.99
24/06/2021,83.68
25/06/2021,81.54
26/06/2021,88.75
27/06/2021,85.48
28/06/2021,88.78
29/06/2021,88.04
30/06/2021,86.79
01/07/2021,89.76
02/07/2021,97.36
03/07/2021,91.87
04/07/2021,89.47
05/07/2021,90.51
06/07/2021,93.05
07/07/2021,93.89
08/07/2021,94.04
09/07/2021,91.51
10/07/2021,95.49
11/07/2021,91.74
12/07/2021,100.71
13/07/2021,91.68
14/07/2021,85.37
15/07/2021,87.36
16/07/2021,83.32
17/07/2021,85.71
18/07/2021,87.45
19/07/2021,92.67
20/07/2021,94.81
21/07/2021,98.47
22/07/2021,99.5
23/07/2021,92.2
24/07/2021,94
25/07/2021,97.14
26/07/2021,107.54
27/07/2021,104.75
28/07/2021,92.36
29/07/2021,86.91
30/07/2021,98.27
31/07/2021,100.13
01/08/2021,100.41
02/08/2021,119.09
03/08/2021,110.19
04/08/2021,104.92
05/08/2021,98.64
06/08/2021,98.22
07/08/2021,96.5
08/08/2021,85.22
09/08/2021,105.38
10/08/2021,108.19
11/08/2021,107.2
12/08/2021,103.36
13/08/2021,100.67
14/08/2021,102.7
15/08/2021,105.11
16/08/2021,91.36
17/08/2021,107.33
18/08/2021,112.77
19/08/2021,129.69
20/08/2021,114.3
21/08/2021,104.98
22/08/2021,106.53
23/08/2021,108.16
24/08/2021,118.5
25/08/2021,110.9
26/08/2021,106.83
27/08/2021,111.28
28/08/2021,109.7
29/08/2021,109.46
30/08/2021,110.31
31/08/2021,113.94
01/09/2021,124.97
02/09/2021,140.99
03/09/2021,162.88
04/09/2021,125.48
05/09/2021,124.95
06/09/2021,219.46
07/09/2021,187.38
08/09/2021,131.21
09/09/2021,277.3
10/09/2021,247.84
11/09/2021,128.32
12/09/2021,161.1
13/09/2021,207.89
14/09/2021,354.1
15/09/2021,424.61
16/09/2021,414.88
17/09/2021,160.26
18/09/2021,157
19/09/2021,156.35
20/09/2021,237.53
21/09/2021,163.11
22/09/2021,160.13
23/09/2021,148.95
24/09/2021,146.7
25/09/2021,154.37
26/09/2021,139.7
27/09/2021,140.11
28/09/2021,151.86
29/09/2021,160.02
30/09/2021,164
01/10/2021,162.28
02/10/2021,182.44
03/10/2021,146.09
04/10/2021,177.37
05/10/2021,181.36
06/10/2021,198.45
07/10/2021,272.5
08/10/2021,210.87
09/10/2021,201.19
10/10/2021,169.9
11/10/2021,185.72
12/10/2021,215.05
13/10/2021,185.79
14/10/2021,181
15/10/2021,298.61
16/10/2021,203.66
17/10/2021,182.93
18/10/2021,187.35
19/10/2021,177.74
20/10/2021,142.13
21/10/2021,139.22
22/10/2021,169.11
23/10/2021,179.87
24/10/2021,149.18
25/10/2021,178.8
26/10/2021,181.04
27/10/2021,151.73
28/10/2021,166.99
29/10/2021,163.87
30/10/2021,131.33
31/10/2021,89.13
01/11/2021,104.51
02/11/2021,248.53
03/11/2021,159.86
04/11/2021,158.13
05/11/2021,166.85
06/11/2021,145.37
07/11/2021,92.3
08/11/2021,161.34
09/11/2021,164.22
10/11/2021,194
11/11/2021,151.98
12/11/2021,144.03
13/11/2021,156.94
14/11/2021,153.21
15/11/2021,307.7
16/11/2021,175
17/11/2021,176.8
18/11/2021,191.97
19/11/2021,187.73
20/11/2021,183.58
21/11/2021,171.68
22/11/2021,200.07
23/11/2021,262.6
24/11/2021,243.23
25/11/2021,206.69
26/11/2021,191.67
27/11/2021,197.44
28/11/2021,191.53
29/11/2021,252.43
30/11/2021,208.97
01/12/2021,203.6
02/12/2021,235.65
03/12/2021,259.19
04/12/2021,196.33
05/12/2021,195.69
06/12/2021,205.53
07/12/2021,197.26
08/12/2021,202.89
09/12/2021,242.13
10/12/2021,216.3
11/12/2021,213.74
12/12/2021,217.08
13/12/2021,231.32
14/12/2021,258.29
15/12/2021,263.37
16/12/2021,411.62
17/12/2021,407.21
18/12/2021,288.53
19/12/2021,279.75
20/12/2021,353.28
21/12/2021,400.16
22/12/2021,347.33
23/12/2021,332.1
24/12/2021,302.94
25/12/2021,184.63
26/12/2021,156.82
27/12/2021,185.11
28/12/2021,178.41
29/12/2021,182.69
30/12/2021,116.2
31/12/2021,120.08
01/01/2022,69.55
02/01/2022,56.25
03/01/2022,67.92
04/01/2022,136.01
05/01/2022,167.03
06/01/2022,197.92
07/01/2022,193.66
08/01/2022,192.36
09/01/2022,165.5
10/01/2022,199.3
11/01/2022,209.63
12/01/2022,192.86
13/01/2022,189.33
14/01/2022,311.53
15/01/2022,196.44
16/01/2022,177.69
17/01/2022,274.38
18/01/2022,197.82
19/01/2022,171.85
20/01/2022,182.02
21/01/2022,176.86
22/01/2022,168.41
23/01/2022,171.53
24/01/2022,284.4
25/01/2022,226.59
26/01/2022,194.43
27/01/2022,185.49
28/01/2022,193.1
29/01/2022,150.59
30/01/2022,193.57
31/01/2022,172.74
01/02/2022,174.52
02/02/2022,174.16
03/02/2022,163.49
04/02/2022,159.03
05/02/2022,158.99
06/02/2022,127.11
07/02/2022,176.84
08/02/2022,158.08
09/02/2022,166.22
10/02/2022,165.82
11/02/2022,170.68
12/02/2022,153.82
13/02/2022,161.63
14/02/2022,166.93
15/02/2022,168.18
16/02/2022,150.99
17/02/2022,119.19
18/02/2022,158.06
19/02/2022,140.43
20/02/2022,115.92
21/02/2022,143.46
22/02/2022,153.16
23/02/2022,160.56
24/02/2022,161.76
25/02/2022,216.04
26/02/2022,202.55
27/02/2022,179.7
28/02/2022,187
01/03/2022,240.39
02/03/2022,220.07
03/03/2022,304.75
04/03/2022,355.11
05/03/2022,318.96
06/03/2022,366.44
07/03/2022,372.92
08/03/2022,396.09
09/03/2022,393.69
10/03/2022,306.93
11/03/2022,241.4
12/03/2022,207.22
13/03/2022,178.32
14/03/2022,237.73
15/03/2022,236.56
16/03/2022,259.14
17/03/2022,218.28
18/03/2022,202
19/03/2022,190
20/03/2022,182.11
21/03/2022,194.58
22/03/2022,197.97
23/03/2022,199.46
24/03/2022,211.89
25/03/2022,231.39
26/03/2022,201.25
27/03/2022,199.52
28/03/2022,206.46
29/03/2022,213.4
30/03/2022,234.52
31/03/2022,242.01
01/04/2022,248.52
02/04/2022,258.94
03/04/2022,227.55
04/04/2022,188.85
05/04/2022,207.68
06/04/2022,179.66
